周期,访客数,浏览量,人均浏览量,新增加入心愿单人数,加入心愿单人数,新增加购人数,加购人数,新增加购件数,加购件数,广告访客数,广告浏览量,老访客数,新访客数,支付金额,实付金额,支付转化率,UV价值,客单价,成功退款金额,支付买家数,支付件数,支付老买家数,支付新买家数,广告交易买家数,广告交易金额,广告花费
20220919_20220919, 631, 974, 1.5436, 2, 2330, 21, 19956, 26, 25505, 555, 832, 29, 602, 769.7000, 769.7000, 0.0190, 1.2198, 64.1417, 99.0000, 12, 13, 0, 12, 9, 550.9000, 3986.5500
